loglik,nu01,nu02,nuBot,T1,T2,dij,misid,theta
-513.5443016654533,25.98736529624341,18.703696593373788,2.684173417470896,37.587375892309126,6.063075836667376,0.002513525491047927,0.031223349054770564,446.8287726444652
-512.4287494105441,94.06711450660558,93.70838417083834,6.952717884165173,97.06905574216724,17.72349805269578,0.0009567540967826262,0.0314128551734152,172.48758036994033
-1202.388743915909,4.902903391915155,49.5284269516172,7.4260979054101535,33.703314003239235,41.77706489478277,0.00045244342456762337,0.006635381466957061,251.99814704699014
-514.6107773832692,9.966798870176348,24.128020569139366,2.4203617294713315,33.97511793044689,5.060286511178911,0.0028409513397359503,0.03122770877400348,497.8616618502298
-513.6977933315467,59.10994893692336,19.750050756765578,3.8598791012780476,54.14605310362261,8.910249469713595,0.0017401590886401465,0.03113775942919318,311.4348847347118
-515.7291492330246,8.835634522082866,23.964393862317728,2.6655115812761667,37.82291209676349,5.2677827812091875,0.00269942369349319,0.029345576718643632,452.26317280188874
-515.1326851161464,16.29105675041343,95.44768880409495,6.541762810434409,94.01014720671883,13.656695910728311,0.0010578450318973096,0.0315702018206011,183.48549056993124
-512.4418923144742,78.90087094692993,87.94876245908976,7.127917393215599,99.98857622193061,17.660526452742914,0.0009358222780753762,0.031554627638482324,168.29396590582834
-514.6173539627814,33.879560272733066,22.4626656790618,1.8000465852452017,24.404546348142055,4.666937451135271,0.003645977255101427,0.029999611215763444,664.1475648625161
-513.2205710890206,30.574819746550983,25.865710243540757,3.423288227187629,48.16187989925027,7.736522241543345,0.0019703067421586525,0.031490837994699136,350.61202835200675
-512.6516006787606,91.6160152491467,53.431806712438444,7.017424157206067,99.0219781603612,16.736345597792358,0.0009571685078697485,0.03153746815104494,170.97084013086442
